rus	shughni	bajuv	shakhdari	barvaz	gender	comment	collocation_rus
склон	бар, пуx̌тā						
склонность	майли, хамби				м		
склянка	x̌еx̌ā				м		
скобель	досранд				ж		
скоблить	кирāнд:кирӯст						
скольжение	x̌ирфич, x̌ирф						
скользить	x̌арфич с. (сāw), зинойс: зинêйд						
скользкий	лишм, x̌ирф(ичак)						
сколько	цẙнд, чанд, ар-цẙнд						
сконфуженный	x̌армандаwор						
скончаться	фаwт с. (сāw)						
скопец	ахтā				м		
скорбеть	даргӣл с. (сāw), ɣāм хӣдоw						
скорбный	ɣāмзада, даргӣл (и зор)						
скорбь	даргӣли, ɣāм				м		
скорее	ба wахтди, jāлд(и)						
скоро	x̌аппаст						
скорость	тези				м		
скорпион	газдум, ɣандал				ж		
скотник	ɣиjӣд				м		
скотовод	молдор						
скотоводство	молдори, x̌ибẙни				м		
скребница	дāм-хорак				м		
скребок	досранд, рандā				ж		
скрежет	ðиндẙн-зири, ɣириччаст				м		
скрежетать	ɣирич: ɣиричт, ɣиричаст ч. (кин)						
скрепа	wасли				м		
скрестись	кар:карт						
скрипеть	ɣирич: ɣиричт, ɣиричаст ч. (кин)						
скрипка	ɣиɣ̌ак				ж		
скромная	сатридор						
скромность	парðā				м		
скромный	ба-парðā, парðадор, гарм-рӯй						
скручивание	зарwӣн						
скручивать	баздал (/зарwӣн) ч. (кин)						
скрывать	пано (/пинẙн) ч. (кин)						
скрытно	нāрм						
скрытный	пано, пинẙн						
скрытое	ɣайб						
скука	qӣни, даргӣли				м		
скупой	бахӣл						
скучный	qӣн, зиq						
слабосильный	бе-qуwат						
слабость	беqуwати, бетоби				м		
слабый	бетоб, суст, зайӣф, зор						
сладкий	шӣрӣн, хӣɣ̌ м, хāɣ̌ ж						
сладкозвучный	оwоздор, хушаwоз						
сладость	шӣрӣни				м		
сланец	с(анг)илеj						
сласти	набот, шӣрӣни, табаɣи				м		
след	пӣð, поð-jой						
следить	дāм-тӣр нӣстоw; пой: пêйт						
следовательно	пас						
следом	думбол-тӣр						
следствие	босхос, тафтӣш						
слеза	йӯx̌к, оби дӣдā				м		
слезать	хāфц:хāвд						
слепень	цивӣнц						
слепой	кẙр, ойӣл, сибут						
слива	алɣанjол, олӯчā				ж		
сливки	марẙб				м/ж		
словно	лẙ, ту-лẙ						
словоохотливый	хаx̌wел						
сложение	jāм						
слой	qабат						
сломанный	вируx̌чин, калтак						
слуга	бандā, маздӯр, наwкар, хизматгор						
служащий	хизматгор						
служитель	наwкар, хизматгор						
служить	наwкари ч. (кин)						
слух	оwозā						
случай	wоqийā				м		
слушаться	ба-дил ч. (кин)						
слышать	x̌ин: x̌уд	x̌ан: x̌уд					
слышаться	тар ɣẙɣ̌ йатоw; x̌идоw						
слюда	x̌ипалāнак				ж		
слюна	шāф ж, туфч м						
смелость	зāрā				м		
смелый	дилер, дилоwар, сер-зāрā						
смена пасти скот поц	пêйтоw						
смерть	аjал, мāрг				м		
смесь	алалаш						
сметана	пāй				м/ж		
сметать	рẙбиʒ ч. (кин); зидар: зидẙд						
сметливый	тез-аqли						
смех	шӯнч, зāр-хандā						
смешение	алалаш						
смешивать	алалш (/qати) ч. (кин)						
смешить	шанден:шандент						
смешливый	хандẙнрӯй						
смеяться	шāнд:шӣнт						
смирный	гарм-рӯй						
сморкаться	фас:фаст						
сморщенный	jêq						
смута	фитнā				м		
смутьян	фитнагāр						
смутьянство	фитнагари				м		
смущение	хаjолат						
смущенный	йерẙн, хаjолатрӯй						
смысл	мāни				м		
смышленый	уx̌йор; шӯнчаjин						
смятенный	саргарðẙн						
снадобье	дори				м		
снаружи	берӯн, ас-ваj (тараф)						
сначала	ас-кāлаθ, аwwал(и)						
снеговой	жиниjин						
снегопад	динйодах, жиниj-ðêд						
снежный	жиниjин						
снежок	ɣиндол, килẙхак						
снизу	ас бӣр, ас ðӣр-анд, ас-тагов						
сниться	хоб (хӯðм) wӣнтоw						
снова	ас-сарак-аθ, ас наw						
сноп	муx̌так м, wêб ж						
собака	куд, ɣулбā м, кид ж						
собеседование	муслāт; ɣебат						
собирание	jāм, маjлис				м/ж		
собиратель	хвороста шӯð-каx̌, хор-каx̌						
соблюдать	нигā (/риойа) ч. (кин)						
соблюдающий	риойагар, чисӣj						
соблюдение	нигāбẙни, парасти				м		
собравшийся	раwиндā						
собрание	маjлис, мāракā				м		
собственник	сойиб						
собственность	аq, шахси				м		
событие	wоqийā				м		
сова	бӯм				ж		
совершенно	чакласт, jинцаθ, фук-аθ, асло						
совершенный	мукамал						
совершенство	мукамали				м		
совестливость	обрӯй				м		
совестливый	обрӯйдор, бапарðā						
советоваться	муслāт ч. (кин)						
советский	шӯройи						
совещание	муслāт м, сало						
совещаться	муслāт ч. (кин)						
совместно	амро, йак-jо(θ), qати(/ӣр), qатêθ						
совместный	амроги						
современный	озир, шич						
согласно	ба-тифоqи						
согласный	тифоq						
согнувшийся	чунг						
согнутый	чунг м, чанг ж						
содействие	риwоj				м		
содействовать	риwоj ч. (кин)						
соединение	jāм(и), wасли				м		
соединенный	пеwāнд						
соединять	йакjойи (/qати) ч. (кин)						
соединяться	jāм с. (сāw)						
сожалеть	x̌емẙн с. (сāw)						
сожалеющий	x̌емẙн						
создавать	бар по ч. (кин)						
сознаваться	аqрор йатоw						
сознание	фикр, (w)уx̌				м		
